tahun,status,nama_sekolah,jumlah_peserta,bahasa_indonesia,bahasa_inggris,matematika,ipa
2019,Swasta,SMP PGRI 8 BANDUNG,25,64.16,44.8,39.8,41.2
2019,Swasta,SMP SANTO  YUSUP,90,81.29,64.49,52.72,61.22
2019,Swasta,SMP ISLAM AL WASHLIYAH,20,70.3,49.3,39.63,46.25
2019,Swasta,SMP BINTANG MULIA,65,79.54,92.52,74.08,73.12
2019,Swasta,SMP BPI 1 BANDUNG,122,76.52,73.08,48.38,54.26
2019,Swasta,SMP BUDI ISTRI BANDUNG,75,55.89,46.16,34.73,40.17
2019,Swasta,SMP NUGRAHA BANDUNG,143,66.74,48.29,38.37,44.81
2019,Swasta,SMP PAHLAWAN TOHA,160,54.93,40.91,35.7,36.31
2019,Swasta,SMP PELITA BANGSA,20,78.6,72.9,48.13,50.38
2019,Swasta,SMP PLUS AL-GOZALI,3,38,38,34.17,35.83
2019,Swasta,SMP SANTO ALOYSIUS 2 BANDUNG,87,84.94,91.03,85.75,77.7
2019,Swasta,SMP SEBELAS MARET BANDUNG,63,65.27,47.21,36.59,37.94
2019,Swasta,SMP YAMI BANDUNG,20,52.4,41,38.63,36.88
2019,Swasta,SMP YPS SEJATI BANDUNG,8,57.75,43.25,35,38.13
2019,Swasta,SMP YUDHISTIRA,133,61.68,45.86,38.98,40.92
2019,Swasta,SMP K KALAM KUDUS,65,81.29,84.06,59.58,65.62
2019,Swasta,SMP BPK PENABUR HOLIS,157,84.94,88.6,81.13,79.33
2019,Swasta,SMP BPPI BOJONG,17,62.94,42.82,38.68,42.5
2019,Swasta,SMP GAMALIEL,95,81.28,74.48,71.26,64.34
2019,Swasta,SMP GRACIA BANDUNG,22,75.27,62.64,48.75,55.11
2019,Swasta,SMP JENDRAL SUDIRMAN,23,59.74,46.52,37.93,38.91
2019,Swasta,SMP MUTIARA 3 BANDUNG,31,55.74,42.45,36.61,37.98
2019,Swasta,SMP PASUNDAN 5 BANDUNG,93,65.16,42.39,37.12,42.82
2019,Swasta,SMP PASUNDAN 7 BANDUNG,186,61.38,45.16,37.62,41.99
2019,Swasta,SMP PASUNDAN 9 BANDUNG,193,57.75,41.11,37.99,37.67
2019,Swasta,SMP PLUS SINDANGRESMI,61,65.61,44.26,38.36,41.48
2019,Swasta,SMP SWADAYA 1 BANDUNG,266,60.94,44.07,36.39,40.49
2019,Swasta,SMP SWADAYA 2 BANDUNG,37,61.68,46.05,37.91,41.76
2019,Swasta,SMP YPKKP,146,58.52,42.27,37.71,38
2019,Swasta,SMP ASSALAAM,151,73.55,64.94,47.91,55.33
2019,Swasta,SMP DEWI SARTIKA,97,63.15,44.43,37.32,42.11
2019,Swasta,SMP GANESHA BANDUNG,130,56.63,42.05,36.48,39.54
2019,Swasta,SMP MUHAMMADIYAH 7,21,60.76,52.48,38.57,40.71
2019,Swasta,SMP NUSANTARA BANDUNG,105,60.99,44.11,37.02,39.1
2019,Swasta,SMP PASUNDAN 1 BANDUNG,297,66.74,51.64,39.34,43.72
2019,Swasta,SMP PASUNDAN 2 BANDUNG,156,65.54,47.17,39.81,41.86
2019,Swasta,SMP WYATA DHARMA,46,56.65,42.52,37.99,36.58
2019,Swasta,SMP YOS SUDARSO,40,83.7,77.3,58.75,61.25
2019,Swasta,SMP K REHOBOTH BANDUNG,38,78.21,70.16,55.99,56.12
2019,Swasta,SMP STAMFORD INTERNATIONAL SCHOOL,10,63.2,90,61.25,58
2019,Swasta,SMP PLUS TEMARA ILMU,7,58.86,41.43,39.64,40.36
2019,Swasta,SMP AL BIRUNI CERDAS MULIA,49,76.9,71.8,54.29,57.91
2019,Swasta,SMP DAARUL QURAN,20,84.2,83.9,70.25,67.5
2019,Swasta,SMP ALFA CENTAURI,67,81.34,81.04,62.91,67.35
2019,Swasta,SMP PELITA NUSANTARA,23,83.04,91.74,66.74,67.93
2019,Swasta,SMP TUNAS UNGGUL,47,82.26,85.66,58.72,64.84
2019,Swasta,SMP JUARA,49,77.27,62.94,57.3,59.59
2019,Swasta,SMP HIKMAH TELADAN,80,76.83,70.33,57.44,63.16
2019,Swasta,SMP ISLAM TERPADU BINA INSAN UNGGUL,32,73.56,53.69,47.11,55.86
2019,Swasta,SMP BAHTERA,15,79.2,76.53,61.67,65.83
2019,Swasta,SMP DAARUT TAUHIID BOARDING SCHOOL,115,80.99,68.68,59.74,61.54
2019,Swasta,SMP SETIA BHAKTI,100,65.3,47.34,38.83,41.2
2019,Swasta,SMP KARYA BHAKTI,20,58.7,40.9,35.13,38.88
2019,Swasta,SMP TAHFIZHUL QURAN AMANAH UMMAH,20,67.3,47.3,41.25,48.25
2019,Swasta,SMP KUNTUM CEMERLANG,35,81.54,92.8,79.93,71.43
2019,Swasta,SMP CITRA CEMARA,13,76,73.38,67.88,61.54
2019,Swasta,SMP NEHRU MEMORIAL SCHOOL,20,71.3,90.3,56.88,55.88
2019,Swasta,SMP BANDUNG INDEPENDENT SCHOOL,10,57.4,94.6,51,45.25
2019,Swasta,SMP TEMASEK INDEPENDENT SCHOOL,5,68.8,90,47,48
2019,Swasta,SMP SEMI PALAR,10,83.4,82.6,67.5,62
2019,Swasta,SMP BPK PENABUR BANDA,20,83.3,97,86.5,79
2019,Swasta,SMP KRISTEN BPK PENABUR SINGGASANA,79,86.18,95.77,94.65,87.69
2019,Swasta,SMP ISLAM AL-AZHAR 36,156,82.26,84.65,66.86,66.78
2019,Swasta,SMP EDU GLOBAL,17,80.47,87.53,61.18,67.65
2019,Swasta,SMP BINA SARANA CENDEKIA,28,59.71,44.71,39.64,37.77
2019,Swasta,SMP SURYA KENCANA BHAKTI,79,65.37,49.52,40.19,50.51
2019,Swasta,SMP PELITA FAJAR,18,80.11,90.89,71.11,74.44
2019,Swasta,SMP HARAPAN KASIH,12,78.83,89,76.25,66.46
2019,Swasta,SMP NURUL HIDAYAH,24,60.42,46.08,38.44,43.75
2019,Swasta,SMP ALAM BANDUNG,12,72,77.17,63.54,64.79
2019,Swasta,SMP AL-KHULAFA,21,80.67,81.81,82.98,82.62
2019,Swasta,SMP AL-IHSAN CIMENCRANG,19,68.74,47.05,44.21,49.87
2019,Swasta,SMP SANTO YUSUP 2,19,82.11,88.32,72.11,69.34
2019,Swasta,SMP AISYIYAH BOARDING SCHOOL,33,80.79,75.52,59.77,65.23
2019,Swasta,MTS AL AMANAH,79,64.2,43.44,37.91,42.91
2019,Swasta,MTS AL HUDA,16,55.13,38.38,35.16,37.97
2019,Swasta,MTS AL ISLAM,37,60.54,42.22,35.34,40.07
2019,Swasta,MTS AL ISTIQOMAH,120,61.1,44.28,37.33,41.56
2019,Swasta,MTS ARROHMAH,57,63.65,44.49,36.58,41.49
2019,Swasta,MTS ASSUADA,32,57.25,43.13,35.7,42.89
2019,Swasta,MTS ASYSYARIFIYYAH,113,62.64,43.59,40.46,41.84
2019,Swasta,MTS ATTAUFIQ,56,64.71,46.07,41.29,42.14
2019,Swasta,MTS ATTAZHIMIYAH,111,62.11,44.79,36.89,37.68
2019,Swasta,MTS BAABUSSALAAM,66,61.91,45.94,35.72,38.64
2019,Swasta,MTS DAARUR RAHMAH,17,60.12,46.71,40.15,34.12
2019,Swasta,MTS MUHAMMADIYAH,77,69.53,51.58,41.07,49.09
2019,Swasta,MTS NURUL HUDA,53,65.47,47.13,40.28,44.76
2019,Swasta,MTS NURUL IMAN,297,64.94,46.6,40.37,43.6
2019,Swasta,MTS PERSATUAN ISLAM 29,51,65.1,44.43,38.63,43.04
2019,Swasta,MTS SALAFIYAH,26,57.31,42.23,36.25,36.25
2019,Swasta,MTS SIRNAMISKIN,299,61.95,44.03,39.22,40.57
2019,Swasta,MTS AL HASAN,23,59.74,44.78,36.74,40.22
2019,Swasta,MTS AL BURHAN,125,63.81,44.43,40.68,43.04
2019,Swasta,MTS AL INAYAH,155,67.65,50.12,44.92,46.53
2019,Swasta,MTS AL MISHBAH,81,67.83,46.05,40.65,42.19
2019,Swasta,MTS AL MURSYID,21,51.71,37.81,33.93,39.88
2019,Swasta,MTS ARROSYIDIYAH,132,67.74,47.53,39.17,45.38
2019,Swasta,MTS DARUL HIDAYAH,18,54.56,41.56,37.36,38.75
2019,Swasta,MTS KIFAYATUL ACHYAR,200,68.41,47.86,42.53,45.35
2019,Swasta,MTS MANBAUL HUDA,70,77.66,59.6,47.14,54.25
2019,Swasta,MTS MIFTAHUL FALAH,149,63.22,45.83,37.65,40.97
2019,Swasta,MTS MUHAJIRIN,33,65.09,45.21,41.21,43.03
2019,Swasta,MTS MULTAZAM,62,65.16,45.68,39.84,39.84
2019,Swasta,MTS NUR ROHMAH,14,64.43,47,35.89,40.36
2019,Swasta,MTS PERSIS 1-2,177,67.99,56.19,42.98,47.63
2019,Swasta,MTS YPPS SUKAMISKIN,170,67.98,47.76,41.34,49.28
2019,Swasta,MTS ZAKARIA,123,88.02,77.58,76.83,78.37
2019,Swasta,MTS AL HIKMAH,7,53.71,39.71,34.64,36.07
2019,Swasta,MTS YASIPA,26,66.23,45,37.02,43.46
2019,Swasta,MTS AISYAH,69,64.96,44.58,37.61,40.04
2019,Swasta,MTS MIFTAHUL HUDA,32,76.88,69.56,55.47,59.38
2019,Swasta,MTS AZ ZAHRA,36,56.83,40.33,35.76,43.19
2019,Swasta,MTS ASSALAAM,50,73.76,52.84,44.3,50.05
2019,Swasta,MTS CIJAWURA,51,70.86,50.39,44.66,48.77
